"bsv"	"context"	"full_expression"	"no_match"	"match_with_fcu"	"context"	"location"	"features"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no20_du_22-07-2014_cle491adf"	"ts Quelques fruits ("	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	") touchés par la mon"	"2217-2233"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no20_du_22-07-2014_cle491adf"	"préjudiciable pour"	"les pommes et poires de table"	"les pommes et poires de table"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires de table ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	". A suivre. Cochenil"	"4570-4599"	"type=N_KON_N, match=fcu, form=les pommes et poires de table"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no2_du_11-03-2014_cle0ad871"	"mmier Dans certains"	"vergers, les anthonomes"	", les anthonomes"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"sont en pleine acti"	"3025-3048"	"type=N_PUN_N, match=fcu, form=vergers, les anthonomes"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no2_du_26-03-2013_note_national_cle8e19a6"	"tte obligatoire sur"	"semences et plants de tomate"	"semences et plants de tomate"	"semences ( semence ) =http://ontology.inrae.fr/frenchcropusage/Semences, tomate ( tomate ) =http://ontology.inrae.fr/frenchcropusage/Tomates"	"par arrêté ministér"	"5502-5530"	"type=N_KON_N, match=fcu, form=semences et plants de tomate"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no2_du_26-03-2013_note_national_cle8e19a6"	"ion européenne (ex."	"mildiou du tournesol, flavescence"	"mildiou du , flavescence"	"tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	"dorée de la vigne,"	"6738-6771"	"type=N_PUN_N, match=fcu, form=mildiou du tournesol, flavescence"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no2_du_26-03-2013_note_national_cle8e19a6"	"lavescence dorée de"	"la vigne, feu"	"la , feu"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"bactérien des rosac"	"6781-6794"	"type=N_PUN_N, match=fcu, form=la vigne, feu"
"BSV_Arboriculture-Fruits_transformes_Bretagne-Normandie-Pays_de_la_Loire_no2_du_26-03-2013_note_national_cle8e19a6"	"lavescence dorée de"	"la vigne, maladie"	"la , maladie"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"phytoplasmique tran"	"7813-7830"	"type=N_PUN_N, match=fcu, form=la vigne, maladie"
"BSV_Arboriculture_FT_no36_du_05062014_cle076171"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"4352-4368"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_FT_no6_du_24032014_cle448887"	"une chute des temp"	"ratures et le retour des gel"	"ratures et le retour des "	"gel ( gel ) =http://ontology.inrae.fr/frenchcropusage/Gels"	"es matinales. Dans"	"525-553"	"type=N_KON_N, match=fcu, form=ratures et le retour des gel"
"BSV_Arboriculture_FT_no6_du_24032014_cle448887"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"6805-6821"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_n_34_du_1er_juin_2012_cle81dcf7"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"2032-2048"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no10_du_12_avril_2011_cle8d917f"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"5695-5711"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no24_du_27_mai_2011_cle0225f1"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"2273-2289"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no26_du_13052014_cle81fe48"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"l gumi res. Les tra"	"2877-2904"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Arboriculture_no26_du_13052014_cle81fe48"	"ent se produire sur"	"fruits, o"	", o"	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"les galles vont ent"	"22792-22801"	"type=N_PUN_N, match=fcu, form=fruits, o"
"BSV_Arboriculture_no26_du_13052014_cle81fe48"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"25909-25925"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no38_du_27_septembre_2011_cle81baae"	"pi ges pr voir fin"	"octobre,Anthonome du poirier"	"octobre,Anthonome du "	"poirier ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": ravageur suivre d"	"372-400"	"type=N_PUN_N, match=fcu, form=octobre,Anthonome du poirier"
"BSV_Arboriculture_no38_du_27_septembre_2011_cle81baae"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"4507-4523"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no39_du_11_juin_2012_cle8ccdff"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"6304-6320"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no42_du_01072014_cle88a477"	"taches visibles sur"	"pousses et fruits"	"pousses et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	".Sésie du pommier :"	"491-508"	"type=N_KON_N, match=fcu, form=pousses et fruits"
"BSV_Arboriculture_no42_du_01072014_cle88a477"	"contaminations sur"	"feuilles et fruits"	"feuilles et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"restent stables sel"	"2157-2175"	"type=N_KON_N, match=fcu, form=feuilles et fruits"
"BSV_Arboriculture_no42_du_01072014_cle88a477"	"contaminations sur"	"feuilles et fruits"	"feuilles et "	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"en fonction des sec"	"2305-2323"	"type=N_KON_N, match=fcu, form=feuilles et fruits"
"BSV_Arboriculture_no42_du_01072014_cle88a477"	"citer : Prunus sp.("	"cerisier, p"	", p"	"cerisier ( cerisier ) =http://ontology.inrae.fr/frenchcropusage/Cerisiers"	"cher, prunier), Mal"	"17156-17167"	"type=N_PUN_N, match=fcu, form=cerisier, p"
"BSV_Arboriculture_no42_du_01072014_cle88a477"	"ommier), Rubus sp. ("	"framboisier, muroise, mŒre"	", muroise, mŒre"	"framboisier ( framboisier ) =http://ontology.inrae.fr/frenchcropusage/Framboisiers"	"mettre en vidence l"	"17270-17296"	"type=N_PUN_N, match=fcu, form=framboisier, muroise, mŒre"
"BSV_Arboriculture_no42_du_01072014_cle88a477"	"cardie des filiƒres"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"20103-20119"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no47_du_27_juin_2012_cle85d7b3"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"2084-2100"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no49_du_02092014_cle82df79"	"cardie des filiƒres"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"16944-16960"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no7_du_4_avril_2011_cle0ba19b"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Franƒois Hanquart"	"4853-4869"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Arboriculture_no9_du_15042013_cle84d1cd"	"cardie des fili res"	"pommes et poires"	"pommes et poires"	"pommes ( pommier ) =http://ontology.inrae.fr/frenchcropusage/Pommiers, poires ( poirier ) =http://ontology.inrae.fr/frenchcropusage/Poiriers"	": Fran ois Hanquart"	"4736-4752"	"type=N_KON_N, match=fcu, form=pommes et poires"
"BSV_Betterave_no14_cle8a2eff"	"sucreries de notre"	"zone, les parcelles de betteraves"	"zone, les parcelles de "	"betteraves ( betterave ) =http://ontology.inrae.fr/frenchcropusage/Betteraves"	"présentent un poten"	"274-307"	"type=N_PUN_N, match=fcu, form=zone, les parcelles de betteraves"
"BSV_Betterave_no14_cle8a2eff"	"se développent dans"	"le cœur des betteraves, les chenilles"	"le cœur des , les chenilles"	"betteraves ( betterave ) =http://ontology.inrae.fr/frenchcropusage/Betteraves"	"les plus jeunes son"	"3444-3481"	"type=N_PUN_N, match=fcu, form=le cœur des betteraves, les chenilles"
"BSV_Betterave_no14_cle8a2eff"	"ronnement immédiat ("	"bois, haie, proximité de blé"	"bois, haie, proximité de "	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"de betteraves 2010)"	"4029-4057"	"type=N_PUN_N, match=fcu, form=bois, haie, proximité de blé"
"BSV_Cereales_a_paille_2011_S13-1_cle0d7463"	"(retour fréquent du"	"blé, variétés"	", variétés"	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"sensibles, semis pr"	"2707-2720"	"type=N_PUN_N, match=fcu, form=blé, variétés"
"BSV_Cereales_a_paille_2011_S13-1_cle0d7463"	"(retour fréquent de"	"blé, variété"	", variété"	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"sensible, milieu fa"	"3346-3358"	"type=N_PUN_N, match=fcu, form=blé, variété"
"BSV_Cultures_Legumieres_N58_cle08ed2d"	"de la carotte : sur"	"céleri, les captures"	", les captures"	"céleri ( céleri ) =http://ontology.inrae.fr/frenchcropusage/Celeris"	"sont encore faibles"	"177-197"	"type=N_PUN_N, match=fcu, form=céleri, les captures"
"BSV_Cultures_Legumieres_N58_cle08ed2d"	"lement faibles, des"	"coulures de fruits,
Situation"	"coulures de ,
Situation"	"fruits ( culture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Cultures_fruitieres"	"générale : un allon"	"7339-7368"	"type=N_PUN_N, match=fcu, form=coulures de fruits,
Situation"
"BSV_Cultures_Legumieres_N58_cle08ed2d"	"sont en place dans"	"les vergers et les cultures"	"les  et les cultures"	"vergers ( arboriculture fruitière ) =http://ontology.inrae.fr/frenchcropusage/Arboriculture_fruitiere"	"légumières. Les tra"	"11162-11189"	"type=N_KON_N, match=fcu, form=les vergers et les cultures"
"BSV_Cultures_Legumieres_N58_cle08ed2d"	"les entreprises de"	"production de melon, la coopérative"	"production de , la coopérative"	"melon ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	"AGROLEG, la coopéra"	"12222-12257"	"type=N_PUN_N, match=fcu, form=production de melon, la coopérative"
"BSV_Cultures_Legumieres_No117_cle8542c6"	"d'autres alliacées ("	"oignon, ciboulette"	"oignon, ciboulette"	"oignon ( oignon ) =http://ontology.inrae.fr/frenchcropusage/Oignons, ciboulette ( ciboulette ) =http://ontology.inrae.fr/frenchcropusage/Ciboulettes"	") permettent déjà d'"	"6263-6281"	"type=N_PUN_N, match=fcu, form=oignon, ciboulette"
"BSV_Cultures_Legumieres_No117_cle8542c6"	"es de production de"	"melon, la coopérative"	", la coopérative"	"melon ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	"AGROLEG, la coopéra"	"7597-7618"	"type=N_PUN_N, match=fcu, form=melon, la coopérative"
"BSV_Cultures_Legumieres_No139_cle82191f"	"(Psila rosae) : En"	"carotte, le piégeage"	", le piégeage"	"carotte ( carotte ) =http://ontology.inrae.fr/frenchcropusage/Carottes"	"est nul ou très fai"	"8992-9012"	"type=N_PUN_N, match=fcu, form=carotte, le piégeage"
"BSV_Cultures_Legumieres_No139_cle82191f"	"es de production de"	"melon, la coopérative"	", la coopérative"	"melon ( melon ) =http://ontology.inrae.fr/frenchcropusage/Melons"	"AGROLEG, la coopéra"	"11941-11962"	"type=N_PUN_N, match=fcu, form=melon, la coopérative"
"BSV_Cultures_Ornementales_et_ZNA_No5_du_13_06_14_cle85d729"	"toute la région sur"	"choisya, acacia, rosiers, griseline, hibiscus, polygala"	"choisya, acacia, , griseline, hibiscus, polygala"	"rosiers ( rosier ) =http://ontology.inrae.fr/frenchcropusage/Rosiers"	"et azalées. 13 juin"	"3041-3096"	"type=N_PUN_N, match=fcu, form=choisya, acacia, rosiers, griseline, hibiscus, polygala"
"BSV_Cultures_Ornementales_et_ZNA_No5_du_13_06_14_cle85d729"	"aux concernés sont:"	"Rosier, rhododendron, pittospore, bambous, photinia, viburnum et hêtre"	"Rosier, rhododendron, pittospore, bambous, photinia, viburnum et hêtre"	"Rosier ( rosier ) =http://ontology.inrae.fr/frenchcropusage/Rosiers, photinia ( photinie ) =http://ontology.inrae.fr/frenchcropusage/Photinies"	". La présence d'indi"	"3657-3727"	"type=N_PUN_N_KON_N, match=fcu, form=Rosier, rhododendron, pittospore, bambous, photinia, viburnum et hêtre"
"BSV_FC_Vigne3_170412"	"ge-bourgeons Malgré"	"la stagnation de la vigne, l'activité"	"la stagnation de la , l'activité"	"vigne ( vigne ) =http://ontology.inrae.fr/frenchcropusage/Vignes"	"des mange bourgeons"	"4954-4991"	"type=N_PUN_N, match=fcu, form=la stagnation de la vigne, l'activité"
"BSV_GC_MP_10_11"	"a partie Céréales à"	"paille et tournesol"	"paille et tournesol"	"paille ( céréale à paille ) =http://ontology.inrae.fr/frenchcropusage/Cereales_paille, tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	"par l'animateur fil"	"12720-12739"	"type=N_KON_N, match=fcu, form=paille et tournesol"
"BSV_GC_MP_10_11"	"and, Coopérative de"	"Blé de Salvagnac, Ets"	" de Salvagnac, Ets"	"Blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"Ladevèze, Euralis,"	"13268-13289"	"type=N_PUN_N, match=fcu, form=Blé de Salvagnac, Ets"
"BSV_GC_MP_10_4"	"ques de sitones sur"	"pois et féverole"	"pois et féverole"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, féverole ( féverole ) =http://ontology.inrae.fr/frenchcropusage/Feveroles"	"; seuil de nuisibil"	"670-686"	"type=N_KON_N, match=fcu, form=pois et féverole"
"BSV_GC_MP_10_4"	"octobre : Sur notre"	"réseau, les blés"	"réseau, les blés"	"blés ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"durs sont entre le"	"935-951"	"type=N_PUN_N, match=fcu, form=réseau, les blés"
"BSV_GC_MP_10_4"	"s (ray-grass, folle"	"avoine, véronique, gaillet"	", véronique, gaillet"	"avoine ( avoine ) =http://ontology.inrae.fr/frenchcropusage/Avoines"	", coquelicot...). P"	"1975-2001"	"type=N_PUN_N, match=fcu, form=avoine, véronique, gaillet"
"BSV_GC_MP_10_4"	"tre le charançon de"	"la tige du colza et le charançon de la tige"	"la tige du  et le charançon de la tige"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"du chou. Ce dernier"	"5099-5142"	"type=N_KON_N, match=fcu, form=la tige du colza et le charançon de la tige"
"BSV_GC_MP_10_4"	"ié des parcelles en"	"pois et féverole"	"pois et féverole"	"pois ( pois ) =http://ontology.inrae.fr/frenchcropusage/Pois, féverole ( féverole ) =http://ontology.inrae.fr/frenchcropusage/Feveroles"	"d'hiver du réseau."	"7245-7261"	"type=N_KON_N, match=fcu, form=pois et féverole"
"BSV_GC_No37_25_10_2011_cle0c88d7"	"le stade avancé des"	"colzas, fin du risque"	", fin du risque"	"colzas ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"pucerons et tenthrè"	"1457-1478"	"type=N_PUN_N, match=fcu, form=colzas, fin du risque"
"BSV_GC_No37_25_10_2011_cle0c88d7"	"le stade avancé des"	"colzas, l'impact"	", l'impact"	"colzas ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"est limité. Réparti"	"1705-1721"	"type=N_PUN_N, match=fcu, form=colzas, l'impact"
"BSV_GC_No40_15_11_2011_cle0c17ed"	"précédents). Autres"	"Oïdium, phoma et mouche du chou"	"Oïdium, phoma et mouche du chou"	"chou ( chou potager ) =http://ontology.inrae.fr/frenchcropusage/Choux_potagers, chou ( chou ) =http://ontology.inrae.fr/frenchcropusage/Choux"	"signalés, rappelons"	"1301-1332"	"type=N_PUN_N_KON_N, match=fcu, form=Oïdium, phoma et mouche du chou"
"BSV_GC_n_07_du_15_octobre_2013"	"face inférieure des"	"feuilles de colza, endroit"	"feuilles de , endroit"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"où généralement les"	"5921-5947"	"type=N_PUN_N, match=fcu, form=feuilles de colza, endroit"
"BSV_GC_n_07_du_15_octobre_2013"	"s aggravants (forte"	"densité, mulch de pailles"	"densité, mulch de "	"pailles ( céréale à paille ) =http://ontology.inrae.fr/frenchcropusage/Cereales_paille"	"en surface, qui con"	"8645-8670"	"type=N_PUN_N, match=fcu, form=densité, mulch de pailles"
"BSV_GC_n_13_du_26_fevrier_2013"	"vec le charançon de"	"la tige du colza, le charançon de la tige"	"la tige du , le charançon de la tige"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas"	"du chou ne pond pas"	"6074-6115"	"type=N_PUN_N, match=fcu, form=la tige du colza, le charançon de la tige"
"BSV_GC_n_21_du_12_avril_2011"	"a dans la rotation ("	"colza, tournesol"	"colza, tournesol"	"colza ( colza ) =http://ontology.inrae.fr/frenchcropusage/Colzas, tournesol ( tournesol ) =http://ontology.inrae.fr/frenchcropusage/Tournesols"	"soja ),les attaques"	"4429-4445"	"type=N_PUN_N, match=fcu, form=colza, tournesol"
"BSV_GC_n_21_du_12_avril_2011"	"oire). Stade Depuis"	"une dizaine de jours, les blés"	"une dizaine de jours, les "	"blés ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"se sont fortement d"	"7019-7049"	"type=N_PUN_N, match=fcu, form=une dizaine de jours, les blés"
"BSV_GC_n_21_du_12_avril_2011"	"iques futures et au"	"développement des céréales, la période de risque"	"développement des , la période de risque"	"céréales ( céréale ) =http://ontology.inrae.fr/frenchcropusage/Cereales"	"piétin verse s'achè"	"8768-8816"	"type=N_PUN_N, match=fcu, form=développement des céréales, la période de risque"
"BSV_GC_n_21_du_12_avril_2011"	"approche du stade 2"	"nœuds, le blé"	"nœuds, le "	"blé ( blé ) =http://ontology.inrae.fr/frenchcropusage/Bles"	"entre dans une péri"	"9392-9405"	"type=N_PUN_N, match=fcu, form=nœuds, le blé"
