"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"deseases"	"stages"	"context before"	"context after"	"location"	"features"
"BSV_juin2013_cle08ce1a-1"	"H3
SMALL
P
H4
H5
H5
H4"	"SOMMAIRE"	"SOMMAIRE
AGRUMES présence de la maladie du greening .................... 2
TOMATE recrudescence
du virus PYMV
et du flétrissement
bactérien .......................................................................... 2"	"agrume,
tomate"	""	""	""	"eurs parcelles."	"BANANE suivi charan"	"470-686"	"type=SOMMAIRE, form=SOMMAIRE
AGRUMES présence de la maladie du greening .................... 2
TOMATE recrudescence
du virus PYMV
et du flétrissement
bactérien .......................................................................... 2"
"BSV_juin2013_cle08ce1a-1"	"SMALL
P"	"FINANCEMENT"	"Action pilotée par le Ministère chargé de l'agriculture avec l'appui financier de"	""	""	""	""	"AD SICA TG BANAMART"	"l'Office National d"	"28324-28405"	"type=FINANCEMENT, form=Action pilotée par le Ministère chargé de l'agriculture avec l'appui financier de"
"BSV_legumes_11_002"	"SMALL
P
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. Il donne une tendance de la situation sanitaire régionale, qui ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'agriculture du Centre dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures.
Action pilotée par le Ministère chargé de l'agriculture avec l'appui financier de l'ONEMA, par les crédits issus de la redevance pour pollution diffuses attribués au financement du plan Ecophyto 2018"	""	""	""	""	"Homme 45921 ORLEANS"	"BSV Légumes - N° 1"	"4194-4737"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. Il donne une tendance de la situation sanitaire régionale, qui ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'agriculture du Centre dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures.
Action pilotée par le Ministère chargé de l'agriculture avec l'appui financier de l'ONEMA, par les crédits issus de la redevance pour pollution diffuses attribués au financement du plan Ecophyto 2018"
"BSV_legumes_27_001"	"SMALL
P
SMALL
P"	"FINANCEMENT"	"Ce bulletin est produit à partir d'observations ponctuelles. Il donne une tendance de la situation sanitaire régionale, qui ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'agriculture du Centre dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures.
Action pilotée par le Ministère chargé de l'agriculture avec l'appui financier de l'ONEMA, par les crédits issus de la redevance pour pollution diffuses attribués au financement du plan Ecophyto 2018"	""	""	""	""	"Homme 45921 ORLEANS"	"BSV Légumes - N° 2"	"3454-3997"	"type=FINANCEMENT, form=Ce bulletin est produit à partir d'observations ponctuelles. Il donne une tendance de la situation sanitaire régionale, qui ne peut pas être transposée telle quelle à la parcelle. La Chambre régionale d'agriculture du Centre dégage donc toute responsabilité quant aux décisions prises par les agriculteurs pour la protection de leurs cultures.
Action pilotée par le Ministère chargé de l'agriculture avec l'appui financier de l'ONEMA, par les crédits issus de la redevance pour pollution diffuses attribués au financement du plan Ecophyto 2018"
"BSV_lin_01"	"H3
P"	"RISQUE"	"Contexte d'observations
Aucune altise n'a été observée sur les parcelles ayant fait l'objet cette semaine d un suivi de ce ravageur."	""	"altise"	""	""	"ISES Risque altises"	"Période de risque ("	"1703-1835"	"type=RISQUE, form=Contexte d'observations
Aucune altise n'a été observée sur les parcelles ayant fait l'objet cette semaine d un suivi de ce ravageur."
"BSV_lin_18"	"H3
P"	"RISQUE"	"Contexte d'observations
Aucun thrips n'a été observé dans les parcelles de lin oléagineux d'hiver et de printemps observées cette semaine."	"lin oléagineux d'hiver"	""	"thrips"	""	"HRIPS Risque thrips"	"Période de risque P"	"3365-3503"	"type=RISQUE, form=Contexte d'observations
Aucun thrips n'a été observé dans les parcelles de lin oléagineux d'hiver et de printemps observées cette semaine."
"BSV_lin_18"	"H3
P
H3
P"	"RISQUE"	"Période de risque
Pendant la période de croissance jusqu'à la floraison.
Seuil de nuisibilité
5 thrips en moyenne par balayage."	""	""	"thrips"	""	"vées cette semaine."	"(Sources : ARVALIS"	"3504-3631"	"type=RISQUE, form=Période de risque
Pendant la période de croissance jusqu'à la floraison.
Seuil de nuisibilité
5 thrips en moyenne par balayage."
"BSV_lin_18"	"H3
P"	"RISQUE"	"Contexte d'observations
100 % des parcelles ont atteint le début de la période de risque (floraison débutée) vis-à-vis de la septoriose. Des symptômes de Septoria linicola sont observés cette semaine dans une parcelle (72) sur 5 % des plantes."	""	""	""	""	"Risque septoriose"	"Période de risque D"	"5030-5273"	"type=RISQUE, form=Contexte d'observations
100 % des parcelles ont atteint le début de la période de risque (floraison débutée) vis-à-vis de la septoriose. Des symptômes de Septoria linicola sont observés cette semaine dans une parcelle (72) sur 5 % des plantes."
"BSV_lin_18"	"H3
P
H3
P
H3
BR"	"RISQUE"	"Période de risque
De la floraison à la maturité.
Seuil de nuisibilité
Il n'y a pas à ce jour pour la septoriose de seuil de risque. Etant donné la nuisibilité potentielle de cette maladie, il est considéré que l'apparition des premiers symptômes constitue un risque. Celui-ci est d'autant plus important que les conditions climatiques sont humides et douces au moment de la floraison.
Analyse du risque
Toutes les parcelles ont atteint le début de la période de risque (floraison débutée) vis-à-vis de la septoriose. Des symptômes de Septoria linicola sont observés cette semaine dans une parcelle (72) sur 5"	""	""	""	""	"ur 5 % des plantes."	"% des plantes. La su"	"5274-5882"	"type=RISQUE, form=Période de risque
De la floraison à la maturité.
Seuil de nuisibilité
Il n'y a pas à ce jour pour la septoriose de seuil de risque. Etant donné la nuisibilité potentielle de cette maladie, il est considéré que l'apparition des premiers symptômes constitue un risque. Celui-ci est d'autant plus important que les conditions climatiques sont humides et douces au moment de la floraison.
Analyse du risque
Toutes les parcelles ont atteint le début de la période de risque (floraison débutée) vis-à-vis de la septoriose. Des symptômes de Septoria linicola sont observés cette semaine dans une parcelle (72) sur 5"
"BSV_mais_07"	"H2
P
P"	"RISQUE"	"OBSERVATIONS
Limaces : Aucun dégât observé. Avec l'avancée des stades, les dégâts de limaces ont nettement diminué.
Oiseaux : Présence d'oiseaux signalée dans une parcelle du Cher."	""	"Limaces,
limaces,
Oiseaux"	""	""	"t du Végétal AUTRES"	"Directeur de public"	"8349-8529"	"type=RISQUE, form=OBSERVATIONS
Limaces : Aucun dégât observé. Avec l'avancée des stades, les dégâts de limaces ont nettement diminué.
Oiseaux : Présence d'oiseaux signalée dans une parcelle du Cher."
"BSV_maraich_12-09_cle09e4cd"	"H2
P
H4
P
H4
P
H4"	"EDITION"	"N° 09 DU 14 JUIN 2010
Feutrine pour piéger les œufs de la mouche du chou ( photo FREDON IDF)
Noctuelle gamma :
Captures toujours faibles avec en moyenne 1 individu piégé par semaine sur chaque site. Les dégâts sont seulement présents à Périgny sur 4% des plantes.
Noctuelle du chou ( mamestra brassicae) :
Après des captures très faibles jusqu'à présent, augmentation avec 6 individus piégés à La Houssaye en semaine 24, pour 1 capture à Périgny et 0 à Cergy.
Seuil de nuisibilité noctuelle du chou : 10% de pieds touchés"	"chou,
chou,
chou"	""	""	""	"/jour). Page 1 / 6"	"Teigne des crucifèr"	"1560-2081"	"type=EDITION, form=N° 09 DU 14 JUIN 2010
Feutrine pour piéger les œufs de la mouche du chou ( photo FREDON IDF)
Noctuelle gamma :
Captures toujours faibles avec en moyenne 1 individu piégé par semaine sur chaque site. Les dégâts sont seulement présents à Périgny sur 4% des plantes.
Noctuelle du chou ( mamestra brassicae) :
Après des captures très faibles jusqu'à présent, augmentation avec 6 individus piégés à La Houssaye en semaine 24, pour 1 capture à Périgny et 0 à Cergy.
Seuil de nuisibilité noctuelle du chou : 10% de pieds touchés"
"BSV_maraich_12-09_cle09e4cd"	"H2
SMALL
P
FIGCAPTION
FIGURE
H2"	"EDITION"	"N° 09 DU 14 JUIN 2010
Evolution des captures moyenne de Phytomyza gymnostoma sur oignon
Evolutions des captures de teignes sur Oignons
2010"	"oignon,
oignon"	""	""	""	"leau ci-dessous. 16"	"2011 14 2012 12 Par"	"5994-6133"	"type=EDITION, form=N° 09 DU 14 JUIN 2010
Evolution des captures moyenne de Phytomyza gymnostoma sur oignon
Evolutions des captures de teignes sur Oignons
2010"
"BSV_maraich_12-09_cle09e4cd"	"H4
P"	"RISQUE"	"Observations dans parcelles avec piégeages :
Thrips : réapparition des thrips à Cergy avec 44% des pieds contaminés en semaine 24."	""	""	"Thrips,
thrips"	""	"semaine 23 à Cergy."	"SALADE Situation gé"	"8441-8571"	"type=RISQUE, form=Observations dans parcelles avec piégeages :
Thrips : réapparition des thrips à Cergy avec 44% des pieds contaminés en semaine 24."
"BSV_maraichage_no06_du_29_juin_2011_cle013a3c"	"H3
H3
H3
H3
H3
H3
H3"	"EDITION"	"N° sem Cergy-95 Epiais Rhus-95 Périgny-94
sem 21 2 0 0
sem 22 2 5 0
sem 23 7 0 0
sem 24 2 4 2
sem 25 5 1 11
sem 26 0 0 9"	""	""	""	""	". Noctuelle gamma :"	"Page 1 / 6 N° 05 D"	"1151-1271"	"type=EDITION, form=N° sem Cergy-95 Epiais Rhus-95 Périgny-94
sem 21 2 0 0
sem 22 2 5 0
sem 23 7 0 0
sem 24 2 4 2
sem 25 5 1 11
sem 26 0 0 9"
"BSV_maraichage_no06_du_29_juin_2011_cle013a3c"	"H3
H3
H3
H3
H3
H3
H3"	"EDITION"	"N° sem Cergy-95 Epiais Rhus-95 Périgny-94
sem 21 0 2 0
sem 22 0 0 0
sem 23 0 1 0
sem 24 1 0 0
sem 25 0 0 0
sem 26 0 2 0"	""	""	""	""	"mestra brassicae) :"	"Présence toujours n"	"1653-1772"	"type=EDITION, form=N° sem Cergy-95 Epiais Rhus-95 Périgny-94
sem 21 0 2 0
sem 22 0 0 0
sem 23 0 1 0
sem 24 1 0 0
sem 25 0 0 0
sem 26 0 2 0"
"BSV_maraichage_no06_du_29_juin_2011_cle013a3c"	"H3
H3
H3
H3
H3
H3
H3"	"EDITION"	"N° sem Cergy-95 Epiais Rhus-95 Périgny-94
sem 21 2 6 62
sem 22 8 5 106
sem 23 20 13 10
sem 24 1 16 12
sem 25 6 0 36
sem 26 0 0 20"	""	""	""	""	"ne des crucifères :"	"Nombre de captures"	"2170-2299"	"type=EDITION, form=N° sem Cergy-95 Epiais Rhus-95 Périgny-94
sem 21 2 6 62
sem 22 8 5 106
sem 23 20 13 10
sem 24 1 16 12
sem 25 6 0 36
sem 26 0 0 20"
"BSV_no10_cle86dd7f-4"	"H2
P
P
P
BR
P
BR"	"RISQUE"	"Observations Maladies :
Le BSV s'appuie sur le réseau Modélisation animé par l'IFV du Val de Loire, pour l'évaluation de la situation sanitaire en ce qui concerne le Mildiou, l'Oïdium et le Black rot. Afin de vérifier la pertinence de la modélisation, des témoins non traités sont suivis en parallèle.
Mildiou : De nouvelles taches de mildiou sont sorties entre la fin de la semaine dernière et le début de cette semaine. Des taches ont été observées cette semaine sur les communes de Saulcet et Meillard (sur un Témoin Non Traité) dans le vignoble de Saint-Pourçain, qui peuvent être dues à des contaminations suite aux pluies du 13 juin.
Modèle Potentiel Système et Niveau de Risque: Le niveau de risque est plutôt faible en ce moment, les conditions actuelles étant défavorables à la maladie.Le pourcentage de contamination reste inchangé : 1.8 % à Plauzat , 2% à Clermont-Ferrand et 6% à Chareil.
Oïdium: aucun symptôme n'a été visualisé.Modèle Potentiel Système et Niveau de Risque: Le niveau de risque est actuellement faible. Pour le moment la situation reste saine toutefois la vigilance doit être de mise sur les parcelles et cépages sensibles et dans les parcelles ayant été atteintes l'année passée."	""	"Mildiou,
Black rot,
Black rot,
Mildiou,
mildiou,
Oïdium"	"l'Oïdium,
Oïdium"	""	"10 du 25 Juin 2013"	"Black Rot: La situa"	"2462-3672"	"type=RISQUE, form=Observations Maladies :
Le BSV s'appuie sur le réseau Modélisation animé par l'IFV du Val de Loire, pour l'évaluation de la situation sanitaire en ce qui concerne le Mildiou, l'Oïdium et le Black rot. Afin de vérifier la pertinence de la modélisation, des témoins non traités sont suivis en parallèle.
Mildiou : De nouvelles taches de mildiou sont sorties entre la fin de la semaine dernière et le début de cette semaine. Des taches ont été observées cette semaine sur les communes de Saulcet et Meillard (sur un Témoin Non Traité) dans le vignoble de Saint-Pourçain, qui peuvent être dues à des contaminations suite aux pluies du 13 juin.
Modèle Potentiel Système et Niveau de Risque: Le niveau de risque est plutôt faible en ce moment, les conditions actuelles étant défavorables à la maladie.Le pourcentage de contamination reste inchangé : 1.8 % à Plauzat , 2% à Clermont-Ferrand et 6% à Chareil.
Oïdium: aucun symptôme n'a été visualisé.Modèle Potentiel Système et Niveau de Risque: Le niveau de risque est actuellement faible. Pour le moment la situation reste saine toutefois la vigilance doit être de mise sur les parcelles et cépages sensibles et dans les parcelles ayant été atteintes l'année passée."
"BSV_no12_du_06-05-14_cle0cdc21"	"H1
H1
H1
H2
H4
H2"	"EDITION"	"N°12
06 mai 2014
En Bref
Protection des pollinisateurs (p. 2)
Rappel des principales consignes
Colza (p. 3)"	"colza"	""	""	""	"N°12 06 mai 2014"	"Stades : 72% des p"	"19-126"	"type=EDITION, form=N°12
06 mai 2014
En Bref
Protection des pollinisateurs (p. 2)
Rappel des principales consignes
Colza (p. 3)"
"BSV_no12_du_06-05-14_cle0cdc21"	"H2
H2
P
H3"	"STADES"	"Stades
Pucerons cendrés
Les stades observés sont compris entre G3 (Les dix premières siliques ont une longueur supérieure à 4 cm) et G5 (Début maturation grains colorés). 72% des parcelles observées sont au stade G4.
Stade principal cette semaine : G4"	""	"Pucerons"	""	""	"7 et Morbihan : 2)."	"G4 : Les di"	"4069-4320"	"type=STADES, form=Stades
Pucerons cendrés
Les stades observés sont compris entre G3 (Les dix premières siliques ont une longueur supérieure à 4 cm) et G5 (Début maturation grains colorés). 72% des parcelles observées sont au stade G4.
Stade principal cette semaine : G4"
"BSV_no12_du_06-05-14_cle0cdc21"	"H2
H2
P
H2
P
FIGCAPTION
FIGURE
BR
BR
BR
H2
H2"	"STADES"	"Stades
Maladies
Les stades observés vont de "" 2 nœuds "" à "" début épiaison "".
Oïdium
A Bignan (56), la maladie a été observée à tous les étages foliaires sur la variété Apache (assez sensible). Deux autres cas sont signalés en Ille et Vilaine : ici, les attaques sont faibles et ne concernent que les F3.
Seuil de nuisibilité : A partir du stade "" Epi 1 cm ""Variétés sensibles : si plus de 20% des F3, F2 ou F1 déployées sont atteintes (feutrage blanc couvrant 5%de la surface). Variétés tolérantes : si plus de 50% des F3, F2 ou F1 déployées sont atteintes (feutrage blanc couvrant 5%de la surface). Si l'oïdium n'est présent qu'à la base des tiges, le risque est faible.
Rouille jaune
Ravageurs"	""	"Oïdium"	"Oïdium,
l'oïdium,
Rouille"	""	"16 et Morbihan : 9."	"Pucerons des céréal"	"6110-6806"	"type=STADES, form=Stades
Maladies
Les stades observés vont de "" 2 nœuds "" à "" début épiaison "".
Oïdium
A Bignan (56), la maladie a été observée à tous les étages foliaires sur la variété Apache (assez sensible). Deux autres cas sont signalés en Ille et Vilaine : ici, les attaques sont faibles et ne concernent que les F3.
Seuil de nuisibilité : A partir du stade "" Epi 1 cm ""Variétés sensibles : si plus de 20% des F3, F2 ou F1 déployées sont atteintes (feutrage blanc couvrant 5%de la surface). Variétés tolérantes : si plus de 50% des F3, F2 ou F1 déployées sont atteintes (feutrage blanc couvrant 5%de la surface). Si l'oïdium n'est présent qu'à la base des tiges, le risque est faible.
Rouille jaune
Ravageurs"
