"bsv"	"html tags"	"segment (type)"	"segment (form)"	"fcu concepts"	"bioagressors"	"stages"	"locality"	"dates"	"context before"	"context after"	"location"	"features"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"P
FIGCAPTION
FIGURE"	"RISQUE"	"Ce puceron a été remarqué en Espagne en 2002, il est largement répandu en Afrique subsaharienne, mais aussi en Californie. En Europe il a été observé uniquement sous serre.
Photo 10 : dégâts sur feuille d'Aloe dus à Aloephagus myersi"	"maïs"	"puceron"	""	""	"2002"	"tribu des Fordini."	"Bulletin de Santé d"	"11447-11680"	"type=RISQUE, form=Ce puceron a été remarqué en Espagne en 2002, il est largement répandu en Afrique subsaharienne, mais aussi en Californie. En Europe il a été observé uniquement sous serre.
Photo 10 : dégâts sur feuille d'Aloe dus à Aloephagus myersi"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"FOOTER
BR"	"EDITION"	"JEVI N°4 24 juillet 2019"	""	""	""	""	"24 juillet 2019"	"té du Végétal Corse"	"5 /11 Nous ne disp"	"11716-11740"	"type=EDITION, form=JEVI N°4 24 juillet 2019"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"P
BR"	"RISQUE"	"Nous ne disposons pas d'information sur la biologie de ce puceron.Observation : Les colonies de ce puceron sont difficiles à observer car au début elles sont cachées à l'insertion des feuilles. On peut noter la présence de sécrétions cireuses accompagnant la colonie de pucerons."	""	"puceron,
puceron,
pucerons"	""	""	""	"juillet 2019 5 /11"	"Photo 11 : colonies"	"11748-12027"	"type=RISQUE, form=Nous ne disposons pas d'information sur la biologie de ce puceron.Observation : Les colonies de ce puceron sont difficiles à observer car au début elles sont cachées à l'insertion des feuilles. On peut noter la présence de sécrétions cireuses accompagnant la colonie de pucerons."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"FIGCAPTION
FIGURE"	"RISQUE"	"Photo 11 : colonies de pucerons Aloephagus myersi en début de saison"	""	"pucerons"	""	""	""	"olonie de pucerons."	"PLANTES ENVAHISSANT"	"12028-12096"	"type=RISQUE, form=Photo 11 : colonies de pucerons Aloephagus myersi en début de saison"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H3"	"EDITION"	" Berce du Caucase : Heracleum mantegazzianum Sommier & Levier, 1895"	""	""	""	""	"1895"	"ANTES ENVAHISSANTES"	"La Berce du Caucase"	"12119-12186"	"type=EDITION, form= Berce du Caucase : Heracleum mantegazzianum Sommier & Levier, 1895"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H2"	"CULTURE"	"PALMIER"	"palmier"	""	""	""	""	"e avec une visière."	"Charançon rouge du"	"13586-13593"	"type=CULTURE, form=PALMIER"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H3
P"	"RISQUE"	" Charançon rouge du palmier Rhynchophorus ferrugineus
Le nouvel arrêté du 25 juin 2019, relatif à la lutte contre Rhynchophorus ferrugineus (olivier) a été publié au journal officiel ce 2 juillet. Il remplace l'arrêté du 21 juillet 2010."	"palmier,
olivier"	"Charançon"	""	""	"25 juin 2019,
2 juillet,
21 juillet 2010"	"ne visière. PALMIER"	"https://www.legifra"	"13594-13831"	"type=RISQUE, form= Charançon rouge du palmier Rhynchophorus ferrugineus
Le nouvel arrêté du 25 juin 2019, relatif à la lutte contre Rhynchophorus ferrugineus (olivier) a été publié au journal officiel ce 2 juillet. Il remplace l'arrêté du 21 juillet 2010."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"FIGCAPTION
FIGURE"	"RISQUE"	"Photo 12 : Comptage des charançons rouges du palmier"	"palmier"	"charançons"	""	""	""	"itoire depuis 2017."	"Bulletin de Santé d"	"14120-14172"	"type=RISQUE, form=Photo 12 : Comptage des charançons rouges du palmier"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"FOOTER
BR"	"EDITION"	"JEVI N°4 24 juillet 2019"	""	""	""	""	"24 juillet 2019"	"té du Végétal Corse"	"6 /11 Capture du C"	"14208-14232"	"type=EDITION, form=JEVI N°4 24 juillet 2019"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H2"	"EDITION"	"2018"	""	""	""	""	""	"rs 140 120 100 2017"	"2019 A Cargèse, apr"	"14323-14327"	"type=EDITION, form=2018"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H2"	"EDITION"	"2019"	""	""	""	""	""	"0 120 100 2017 2018"	"A Cargèse, après un"	"14328-14332"	"type=EDITION, form=2019"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"P"	"RISQUE"	"A Cargèse, après un début de vol tardif et faible le niveau de captures des CRP est plus élevé qu'en 2018. La proportion de charançon femelle est importante avec 79 % des captures."	""	"charançon"	""	""	"2018"	"100 2017 2018 2019"	"80 60 40 20 0 01-ma"	"14333-14513"	"type=RISQUE, form=A Cargèse, après un début de vol tardif et faible le niveau de captures des CRP est plus élevé qu'en 2018. La proportion de charançon femelle est importante avec 79 % des captures."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"P"	"RISQUE"	"A Ajaccio, nous pouvons comparer les captures sur un type de piège suspendu dit "" chinois "" avec une phéromone comparable entre 2018 et 2019. Cela concerne actuellement 8 spots répartis dans la ville avec à chaque fois 5 pièges. Le total de captures de charançon de 2019 ne représente que 29 % de celui de l'année précédente. Le taux de femelle est plus proche de la référence de 2/3 avec 75% pour la semaine 26."	""	"charançon"	""	""	"2018,
2019,
2019"	"araison de 3 années"	"Comparaison des cap"	"14756-15168"	"type=RISQUE, form=A Ajaccio, nous pouvons comparer les captures sur un type de piège suspendu dit "" chinois "" avec une phéromone comparable entre 2018 et 2019. Cela concerne actuellement 8 spots répartis dans la ville avec à chaque fois 5 pièges. Le total de captures de charançon de 2019 ne représente que 29 % de celui de l'année précédente. Le taux de femelle est plus proche de la référence de 2/3 avec 75% pour la semaine 26."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H2"	"EDITION"	"Comparaison des captures CRP sur 5 pièges pour 8 spots 2018-2019 Ajaccio"	""	""	""	""	"2018-2019"	"pour la semaine 26."	"800 2018 2019 700 6"	"15169-15241"	"type=EDITION, form=Comparaison des captures CRP sur 5 pièges pour 8 spots 2018-2019 Ajaccio"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"P
BR"	"RISQUE"	"Présence d'acariens phorétiques sur les charançons (voir détail dansBSV JEVI 2016-3) : Actuellement le taux de CRP porteurs de ces gros acariens est de 7% depuis le début de saison. Le taux varie de façon importante selon les sites, de 1% à 30%. Ces acariens ne parasitent pas le CRP mais leur présence réduit la durée de vie des charançons. Il a été démontré en 2018 à Ajaccio que les pièges éloignés des sites de palmiers contenaient très peu de charançons avec des acariens."	"maïs,
palmier"	"charançons,
acariens,
acariens,
charançons,
charançons,
acariens"	""	""	"2016-3,
2018"	"oir dit "" chinois """	"Photo n°18 : Acarie"	"15423-15900"	"type=RISQUE, form=Présence d'acariens phorétiques sur les charançons (voir détail dansBSV JEVI 2016-3) : Actuellement le taux de CRP porteurs de ces gros acariens est de 7% depuis le début de saison. Le taux varie de façon importante selon les sites, de 1% à 30%. Ces acariens ne parasitent pas le CRP mais leur présence réduit la durée de vie des charançons. Il a été démontré en 2018 à Ajaccio que les pièges éloignés des sites de palmiers contenaient très peu de charançons avec des acariens."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"FIGCAPTION
FIGURE
P"	"RISQUE"	"Photo n°18 : Acariens phorétiques sur CRP
Evaluation du risque : Il y a bien eu une baisse de population et un retard de cycle, possiblement dus au froid relatif du printemps (cf. BSV JEVI 2019-n°1 -2) Cependant, le risque est à présent élevé avec des températures autour de 30°C favorables au charançon."	""	"Acariens,
charançon"	""	""	"2019-n°"	"avec des acariens."	"Bulletin de Santé d"	"15901-16205"	"type=RISQUE, form=Photo n°18 : Acariens phorétiques sur CRP
Evaluation du risque : Il y a bien eu une baisse de population et un retard de cycle, possiblement dus au froid relatif du printemps (cf. BSV JEVI 2019-n°1 -2) Cependant, le risque est à présent élevé avec des températures autour de 30°C favorables au charançon."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"FOOTER
BR"	"EDITION"	"JEVI N°4 24 juillet 2019"	""	""	""	""	"24 juillet 2019"	"té du Végétal Corse"	"7 /11 Gestion du r"	"16241-16265"	"type=EDITION, form=JEVI N°4 24 juillet 2019"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"P"	"RISQUE"	"Gestion du risque : La surveillance des palmiers est nécessaire dans les foyers mais également dans toutes les communes contaminées. Il est préférable de limiter la taille des palmiers pour ne pas les rendre appétant pour les CRP. Le nouvel arrêté décrit le principe d'une lutte obligatoire contre ce charançon avec intervention si nécessaire d'opérateurs agréés, formés spécifiquement sur ce nuisible réglementé. Cependant, il faut attendre la publication d'un prochain bulletin officiel pour connaitre l'ensemble des méthodes de lutte autorisées. Actuellement, 2 produits de biocontrôle sont homologués pour la lutte contre le CRP."	"palmier,
maïs,
palmier"	"charançon"	""	""	""	"juillet 2019 7 /11"	"Papillon Palmivore"	"16273-16906"	"type=RISQUE, form=Gestion du risque : La surveillance des palmiers est nécessaire dans les foyers mais également dans toutes les communes contaminées. Il est préférable de limiter la taille des palmiers pour ne pas les rendre appétant pour les CRP. Le nouvel arrêté décrit le principe d'une lutte obligatoire contre ce charançon avec intervention si nécessaire d'opérateurs agréés, formés spécifiquement sur ce nuisible réglementé. Cependant, il faut attendre la publication d'un prochain bulletin officiel pour connaitre l'ensemble des méthodes de lutte autorisées. Actuellement, 2 produits de biocontrôle sont homologués pour la lutte contre le CRP."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"P
BR"	"RISQUE"	"Ce coléoptère xylophage originaire de Chine, et répandu en Asie orientale, s'attaque à de nombreux feuillus à bois tendres. Il a été détecté en Corse en 2013 au sud de Bastia. Un plan de lutte est toujours en cours pour éradiquer ce foyer.Biologie : Les femelles creusent des puits de ponte dans l'écorce pour déposer leurs œufs sur des branches et sur le tronc en hauteur. Les œufs éclosent au bout d'une quinzaine de jours. Les larves creusent des galeries à section ovale dans le bois (présence de sciure). Pour la nymphose, elles construisent une loge Elytres noirs juste sous l'écorce. L'adulte émerge en été en creusant un trou de sortie tachet circulaire d'environ 1 cm de diamètre juste 10 à 15 cm au-dessus du site de és de ponte. L'adulte se nourrit de feuilles et de jeune écorce et vit 1 à 2 mois. En blanc fonction du climat et de la nourriture, un cycle biologique dure 1 à 2 ans."	"feuillu,
sylviculture,
sylviculture"	"larves"	""	"Corse"	"2013"	"phlora glabripennis"	"Antennes au moins A"	"18456-19350"	"type=RISQUE, form=Ce coléoptère xylophage originaire de Chine, et répandu en Asie orientale, s'attaque à de nombreux feuillus à bois tendres. Il a été détecté en Corse en 2013 au sud de Bastia. Un plan de lutte est toujours en cours pour éradiquer ce foyer.Biologie : Les femelles creusent des puits de ponte dans l'écorce pour déposer leurs œufs sur des branches et sur le tronc en hauteur. Les œufs éclosent au bout d'une quinzaine de jours. Les larves creusent des galeries à section ovale dans le bois (présence de sciure). Pour la nymphose, elles construisent une loge Elytres noirs juste sous l'écorce. L'adulte émerge en été en creusant un trou de sortie tachet circulaire d'environ 1 cm de diamètre juste 10 à 15 cm au-dessus du site de és de ponte. L'adulte se nourrit de feuilles et de jeune écorce et vit 1 à 2 mois. En blanc fonction du climat et de la nourriture, un cycle biologique dure 1 à 2 ans."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"FOOTER
BR"	"EDITION"	"JEVI N°4 24 juillet 2019"	""	""	""	""	"24 juillet 2019"	"té du Végétal Corse"	"8 /11 De façon moi"	"19676-19700"	"type=EDITION, form=JEVI N°4 24 juillet 2019"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"P
BR
BR
BR"	"RISQUE"	"De façon moins fréquente les espèces suivantes ont aussi été touchées : le saule (Salix babylonica) , le tilleul ( Tilia sp), le marronnier (Aesculus hippocastanum), le platane (Platanus sp,) le cerisier (Prunus cerasus), l'éléagnus ( Eleagnus sp). La période actuelle est propice à l'observation des morsures de ponte et des trous de sortie de l'imago.Evaluation du risque : Ce ravageur peut être repéré aux abords des zones industrielles, près des entreprises qui importent des marchandises lourdes et volumineuses en provenance d'Asie et d'Amérique(pierre de taille, pièce usinée, etc.). La larve est transportée dans le bois constituant les palettes, les caisses, ou les containers renfermant du bois de calage. Le risque de voir ce capricorne s'installer est plutôt élevé dans les agglomérations ou autour des chantiers de construction et de rénovation de voirie.Gestion du risque : L'éradication de ce dangereux ravageur des feuillus passe par une attention particulière vis à vis essences citées ci-dessus en présence de perforations douteuses. Dans le doute il faut prévenir la Fredon ou la DDCSPP du département (voir coordonnées ci-dessous)."	"tilleul,
cerisier,
eleagnus,
sylviculture,
sylviculture,
feuillu"	"larve"	""	""	""	"juillet 2019 8 /11"	"Trou de sortie : 10"	"19708-20859"	"type=RISQUE, form=De façon moins fréquente les espèces suivantes ont aussi été touchées : le saule (Salix babylonica) , le tilleul ( Tilia sp), le marronnier (Aesculus hippocastanum), le platane (Platanus sp,) le cerisier (Prunus cerasus), l'éléagnus ( Eleagnus sp). La période actuelle est propice à l'observation des morsures de ponte et des trous de sortie de l'imago.Evaluation du risque : Ce ravageur peut être repéré aux abords des zones industrielles, près des entreprises qui importent des marchandises lourdes et volumineuses en provenance d'Asie et d'Amérique(pierre de taille, pièce usinée, etc.). La larve est transportée dans le bois constituant les palettes, les caisses, ou les containers renfermant du bois de calage. Le risque de voir ce capricorne s'installer est plutôt élevé dans les agglomérations ou autour des chantiers de construction et de rénovation de voirie.Gestion du risque : L'éradication de ce dangereux ravageur des feuillus passe par une attention particulière vis à vis essences citées ci-dessus en présence de perforations douteuses. Dans le doute il faut prévenir la Fredon ou la DDCSPP du département (voir coordonnées ci-dessous)."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H3"	"EDITION"	"Jeudi 25 juillet"	""	""	""	""	"25 juillet"	"ource Météo France)"	"Vendredi 26 juillet"	"20926-20942"	"type=EDITION, form=Jeudi 25 juillet"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H3"	"EDITION"	"Vendredi 26 juillet"	""	""	""	""	"26 juillet"	"e) Jeudi 25 juillet"	"Samedi 27 juillet D"	"20943-20962"	"type=EDITION, form=Vendredi 26 juillet"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H3"	"EDITION"	"Samedi 27 juillet"	""	""	""	""	"27 juillet"	"Vendredi 26 juillet"	"Dimanche 28 juillet"	"20963-20980"	"type=EDITION, form=Samedi 27 juillet"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H3"	"EDITION"	"Dimanche 28 juillet"	""	""	""	""	"28 juillet"	"t Samedi 27 juillet"	"Lundi 29 juillet Ma"	"20981-21000"	"type=EDITION, form=Dimanche 28 juillet"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H3"	"EDITION"	"Lundi 29 juillet"	""	""	""	""	"29 juillet"	"Dimanche 28 juillet"	"Mardi 30 juillet Ha"	"21001-21017"	"type=EDITION, form=Lundi 29 juillet"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H3"	"EDITION"	"Mardi 30 juillet"	""	""	""	""	"30 juillet"	"et Lundi 29 juillet"	"Haute Corse/ Corse"	"21018-21034"	"type=EDITION, form=Mardi 30 juillet"
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"FIGCAPTION
FIGURE
FIGCAPTION
FIGURE"	"METEO"	"Début de Temps nuageux et orageux Temps Beau journée sur le relief ; libeccio assez orageux temps ensoleillée ; fort sur le cap Corse avec passages risque nuageux d'averses pouvant sur le dès le nord Est début de la d'après Corse midi Pour la période de dimanche à mercredi, l'indice de confiance de la prévision est de 3/5.
Temps ensoleillé. Vent d'Est à Sud-Est localement modéré."	""	""	""	"Corse,
nord,
Corse"	""	"Corse/ Corse du Sud"	"Mercredi 31 juillet"	"21061-21443"	"type=METEO, form=Début de Temps nuageux et orageux Temps Beau journée sur le relief ; libeccio assez orageux temps ensoleillée ; fort sur le cap Corse avec passages risque nuageux d'averses pouvant sur le dès le nord Est début de la d'après Corse midi Pour la période de dimanche à mercredi, l'indice de confiance de la prévision est de 3/5.
Temps ensoleillé. Vent d'Est à Sud-Est localement modéré."
"BSV_JEVI_4_24_juillet_2019_cle4fa1b8"	"H3"	"EDITION"	"Mercredi 31 juillet"	""	""	""	""	"31 juillet"	"localement modéré."	"Jeudi 1er août Temp"	"21444-21463"	"type=EDITION, form=Mercredi 31 juillet"
