"bsv"	"type"	"length"	"context before"	"form"	"prefLabel"	"context after"	"location"	"features"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"arrivée précoce et"	"massive"	"horticulture ornementale"	"de pucerons ailés,"	"11965-11972"	"IRI=http://ontology.inrae.fr/frenchcropusage/Horticulture_ornementale, tomap-candidate-head=massif, tomap-concept-synonym=plante à massif, tomap-significant-head=massif, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, skos-prefLabel=horticulture ornementale, form=massive"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"que de pucerons sur"	"tournesol"	"tournesol"	"en 2008. Bulletin d"	"12124-12133"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tournesols, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, form=tournesol"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"12174-12190"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"contournant chaque"	"graine"	"chanvre oléagineux"	", ce qui engendre un"	"12783-12789"	"IRI=http://ontology.inrae.fr/frenchcropusage/Chanvres_oleagineux, tomap-candidate-head=graines, tomap-concept-synonym=graine de chanvre, tomap-significant-head=graines, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, form=graine"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"13010-13026"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"OUD CA39 Mildiou du"	"tournesol"	"tournesol"	"Le mildiou du tourn"	"13135-13144"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tournesols, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, form=tournesol"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"nesol Le mildiou du"	"tournesol"	"tournesol"	"est un organisme nu"	"13159-13168"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tournesols, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, form=tournesol"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"taque de taupin sur"	"tournesol"	"tournesol"	"- Bresse Bulletin d"	"13462-13471"	"IRI=http://ontology.inrae.fr/frenchcropusage/Tournesols, tomap-classifier=exact, similarity=1.0, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, skos-prefLabel=tournesol, form=tournesol"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"13512-13528"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"embre 2011 8 BILAN"	"SOJA"	"soja"	"Les conditions clim"	"13561-13565"	"IRI=http://ontology.inrae.fr/frenchcropusage/Sojas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=soja, form=SOJA"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"39. Sclérotinia sur"	"SOJA"	"soja"	"- Photos : Luc PEET"	"13918-13922"	"IRI=http://ontology.inrae.fr/frenchcropusage/Sojas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=soja, form=SOJA"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"13988-14004"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"- Réunion technique"	"maïs"	"maïs"	"(Arvalis, CA39, CRA"	"14185-14189"	"IRI=http://ontology.inrae.fr/frenchcropusage/Mais, tomap-classifier=exact, similarity=1.0, skos-prefLabel=maïs, form=maïs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"e 13 h45. - Journée"	"grandes cultures"	"grande culture"	"bio (CA39, Interbio"	"14358-14374"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=grandes cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2011-_No38-_6-12-2011_cle8d8ade"	"html"	"15105"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°38 6 décembre 2"	"15061-15077"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"RENEVIER Valparc -"	"Espace Valentin Est"	"zone non agricole"	"25048 BESANCON CEDE"	"211-230"	"IRI=http://ontology.inrae.fr/frenchcropusage/Zones_non_agricoles, tomap-candidate-head=Espace, tomap-concept-synonym=espace verte, tomap-significant-head=Espace, tomap-classifier=head, similarity=0.25, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, skos-prefLabel=zone non agricole, form=Espace Valentin Est"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"N° 10 30 avril 2013"	"COLZA"	"colza"	"Réseau = 39 parcell"	"399-404"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=COLZA"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Stades La chute des"	"pétales"	"rosier odorant"	"est amorcée dans un"	"457-464"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_parfum, tomap-candidate-head=pétales, tomap-concept-synonym=pétale de rose, tomap-significant-head=pétales, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=rosier odorant, skos-prefLabel=rosier odorant, form=pétales"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Stade F2 Nombreuses"	"fleurs ouvertes
Stade G1 Dix siliques"	"floriculture"	"formées Stade G1 Ch"	"790-827"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-candidate-head=fleur, tomap-concept-synonym=fleurs, tomap-significant-head=fleur, tomap-classifier=head, similarity=0.16666666666666666, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=fleurs ouvertes
Stade G1 Dix siliques"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Stade G1 Chute des"	"premiers pétales"	"rosier odorant"	"Bulletin de Santé d"	"855-871"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_parfum, tomap-candidate-head=pétales, tomap-concept-synonym=pétale de rose, tomap-significant-head=pétales, tomap-classifier=head, similarity=0.25, skos-prefLabel=rosier odorant, skos-prefLabel=rosier odorant, form=premiers pétales"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°10 30 avril 201"	"903-919"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"ançon de la tige du"	"colza"	"colza"	"Sur le terrain : Le"	"990-995"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"ançon de la tige du"	"colza"	"colza"	"réseau Franche Comt"	"1350-1355"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"nçons de la tige du"	"colza"	"colza"	"38 1 5 0 7 0 0 46 1"	"2143-2148"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°10 30 avril 201"	"4325-4341"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"des méligèthes sur"	"colzas vigoureux"	"colza de printemps"	": 3-4 méligèthes pa"	"4672-4688"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas_printemps, tomap-candidate-head=Colza, tomap-concept-synonym=colza printemps, tomap-significant-head=Colza, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=colza de printemps, skos-prefLabel=colza de printemps, form=colzas vigoureux"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"ils applicables sur"	"colzas"	"colza"	"en mauvais état vég"	"4796-4802"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colzas"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"e pluviométrie, des"	"colzas"	"colza"	"en bon état végétat"	"5099-5105"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colzas"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"se justifie sur les"	"colzas"	"colza"	"en fleur. Attention"	"5247-5253"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colzas"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"e sur les colzas en"	"fleur"	"floriculture"	". Attention au respe"	"5257-5262"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-classifier=exact, similarity=1.0, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=fleur"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"ès l'apparition des"	"premières fleurs"	"floriculture"	". Voir chapitre suiv"	"5504-5520"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-candidate-head=fleur, tomap-concept-synonym=fleurs, tomap-significant-head=fleur, tomap-classifier=head, similarity=0.5, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=premières fleurs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"s de cécidomyies du"	"colza"	"colza"	", quelques siliques"	"5777-5782"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"n'arriveront pas en"	"graines"	"chanvre oléagineux"	". Un traitement spéc"	"5822-5829"	"IRI=http://ontology.inrae.fr/frenchcropusage/Chanvres_oleagineux, tomap-candidate-head=graines, tomap-concept-synonym=graine de chanvre, tomap-significant-head=graines, tomap-classifier=head, similarity=0.3333333333333333, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, skos-prefLabel=chanvre oléagineux, form=graines"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°10 30 avril 201"	"6305-6321"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"t pollinisateurs Le"	"colza"	"colza"	"est la culture la p"	"6376-6381"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"len et le nectar du"	"colza"	"colza"	"sont les ingrédient"	"6460-6465"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"ion du rendement du"	"colza"	"colza"	". Les abeilles peuve"	"6658-6663"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"ès l'apparition des"	"premières fleurs"	"floriculture"	". La réglementation"	"7177-7193"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cultures_florales, tomap-candidate-head=fleur, tomap-concept-synonym=fleurs, tomap-significant-head=fleur, tomap-classifier=head, similarity=0.5, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, skos-prefLabel=floriculture, form=premières fleurs"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"n et à la chute des"	"premiers pétales"	"rosier odorant"	"(voir paragraphe 3"	"7331-7347"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_parfum, tomap-candidate-head=pétales, tomap-concept-synonym=pétale de rose, tomap-significant-head=pétales, tomap-classifier=head, similarity=0.25, skos-prefLabel=rosier odorant, skos-prefLabel=rosier odorant, form=premiers pétales"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"e la floraison, sur"	"colza"	"colza"	", en pleine floraiso"	"7771-7776"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°10 30 avril 201"	"10054-10070"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"stade G1 (chute des"	"premiers pétales"	"rosier odorant"	"), stade clé pour le"	"10196-10212"	"IRI=http://ontology.inrae.fr/frenchcropusage/Rosiers_parfum, tomap-candidate-head=pétales, tomap-concept-synonym=pétale de rose, tomap-significant-head=pétales, tomap-classifier=head, similarity=0.25, skos-prefLabel=rosier odorant, skos-prefLabel=rosier odorant, form=premiers pétales"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"s sont signalés sur"	"colza"	"colza"	". Allez voir dans le"	"11431-11436"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"nce. Graminées dans"	"colza"	"colza"	", suspicion de résis"	"11581-11586"	"IRI=http://ontology.inrae.fr/frenchcropusage/Colzas, tomap-classifier=exact, similarity=1.0, skos-prefLabel=colza, form=colza"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°10 30 avril 201"	"11721-11737"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"u sur les plateaux."	"Blé"	"blé"	"15"	"12012-12015"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles, tomap-classifier=exact, similarity=1.0, skos-prefLabel=blé, skos-prefLabel=blé, form=Blé"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Stades"	"Blé"	"blé"	"à 1 nœud la feuille"	"12287-12290"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles, tomap-classifier=exact, similarity=1.0, skos-prefLabel=blé, skos-prefLabel=blé, form=Blé"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"st la F3 définitive"	"Blé"	"blé"	"à 2 nœuds la feuill"	"12341-12344"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles, tomap-classifier=exact, similarity=1.0, skos-prefLabel=blé, skos-prefLabel=blé, form=Blé"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°10 30 avril 201"	"12994-13010"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"ment le stade de la"	"céréale"	"céréale"	". C'est à partir du"	"13436-13443"	"IRI=http://ontology.inrae.fr/frenchcropusage/Cereales, tomap-classifier=exact, similarity=1.0, skos-prefLabel=céréale, skos-prefLabel=céréale, skos-prefLabel=céréale, form=céréale"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"gonflement "" que le"	"blé"	"blé"	"est le plus sensibl"	"13525-13528"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles, tomap-classifier=exact, similarity=1.0, skos-prefLabel=blé, skos-prefLabel=blé, form=blé"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"de septoriose avec"	"petits"	"petit fruit"	"points noirs caract"	"14036-14042"	"IRI=http://ontology.inrae.fr/frenchcropusage/Petits_fruits, tomap-classifier=exact, similarity=1.0, skos-prefLabel=petit fruit, skos-prefLabel=petit fruit, form=petits"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"cipales variétés de"	"blé"	"blé"	"vis-à-vis de la sep"	"14358-14361"	"IRI=http://ontology.inrae.fr/frenchcropusage/Bles, tomap-classifier=exact, similarity=1.0, skos-prefLabel=blé, skos-prefLabel=blé, form=blé"
"BULLETIN_DE_SANTE_DU_VEGETAL_GC_2013-_No10_-_30_avril_2013_cle858e15"	"html"	"21111"	"Santé du Végétal """	"Grandes Cultures"	"grande culture"	""" N°10 30 avril 201"	"15189-15205"	"IRI=http://ontology.inrae.fr/frenchcropusage/Grandes_cultures, tomap-classifier=exact, similarity=1.0, skos-prefLabel=grande culture, skos-prefLabel=grande culture, form=Grandes Cultures"
